id,seccion,agrupacion_ganadora,CONSENSO FEDERAL_perc,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_perc,FRENTE DE TODOS_perc,FRENTE NOS_perc,FRENTE PATRIOTA_perc,JUNTOS POR EL CAMBIO_perc,MOVIMIENTO AL SOCIALISMO_perc,MOVIMIENTO DE ACCION VECINAL_perc,PARTIDO AUTONOMISTA_perc,UNITE POR LA LIBERTAD Y LA DIGNIDAD_perc,CONSENSO FEDERAL_votos,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_votos,FRENTE DE TODOS_votos,FRENTE NOS_votos,FRENTE PATRIOTA_votos,JUNTOS POR EL CAMBIO_votos,MOVIMIENTO AL SOCIALISMO_votos,MOVIMIENTO DE ACCION VECINAL_votos,PARTIDO AUTONOMISTA_votos,UNITE POR LA LIBERTAD Y LA DIGNIDAD_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos,distrito
SALTA_LA CANDELARIA,"La Candelaria, Salta",FRENTE DE TODOS,27.94,1.08,52.81,0.92,0.37,15.31,0.58,0.26,0.11,0.63,1064,41,2011,35,14,583,22,10,4,24,70.89,5468,3876,0.83,0.0,0.93,32,0,36,SALTA
SALTA_LA POMA,"La Poma, Salta",FRENTE DE TODOS,36.46,1.24,50.57,1.34,0.0,8.34,0.62,0.31,0.1,1.03,354,12,491,13,0,81,6,3,1,10,70.64,1427,1008,2.88,0.0,0.79,29,0,8,SALTA
SALTA_LA VIÑA,"La Viña, Salta",FRENTE DE TODOS,27.67,1.28,48.51,2.24,0.21,18.35,0.43,0.14,0.05,1.12,1211,56,2123,98,9,803,19,6,2,49,66.42,6799,4516,1.28,0.4,1.42,58,18,64,SALTA
SALTA_LOS ANDES,"Los Andes, Salta",CONSENSO FEDERAL,45.42,1.85,39.04,2.08,0.43,8.39,0.75,0.35,0.23,1.47,1575,64,1354,72,15,291,26,12,8,51,62.43,5709,3564,1.29,0.14,1.26,46,5,45,SALTA
SALTA_METAN,"Metan, Salta",FRENTE DE TODOS,16.42,2.09,52.97,2.58,0.36,22.09,0.61,0.31,0.22,2.35,3784,481,12203,595,84,5089,140,71,51,541,68.45,34814,23829,1.33,0.28,1.7,318,66,406,SALTA
SALTA_MOLINOS,"Molinos, Salta",FRENTE DE TODOS,40.05,0.65,42.74,0.75,0.49,13.42,0.58,0.36,0.16,0.81,1236,20,1319,23,15,414,18,11,5,25,68.2,4619,3150,1.21,0.16,0.67,38,5,21,SALTA
SALTA_ORAN,"Oran, Salta",FRENTE DE TODOS,14.54,2.12,60.69,4.1,0.27,15.69,0.51,0.31,0.01,1.76,10061,1464,41991,2834,185,10854,354,213,8,1220,62.2,114668,71327,1.03,0.34,1.64,734,242,1167,SALTA
SALTA_RIVADAVIA,"Rivadavia, Salta",FRENTE DE TODOS,16.76,0.34,75.2,1.19,0.24,5.47,0.2,0.22,0.01,0.38,2566,52,11514,182,36,837,31,34,1,58,61.15,25394,15528,0.65,0.16,0.59,101,25,91,SALTA
SALTA_ROSARIO DE LA FRONTERA,"Rosario De La Frontera, Salta",FRENTE DE TODOS,18.16,1.47,56.69,1.42,0.27,19.3,0.63,0.25,0.23,1.58,2962,239,9247,232,44,3148,103,41,37,258,66.24,25432,16845,1.64,0.14,1.38,277,24,233,SALTA
SALTA_ROSARIO DE LERMA,"Rosario De Lerma, Salta",FRENTE DE TODOS,20.25,2.48,44.82,5.66,0.36,22.99,0.65,0.32,0.16,2.32,4893,599,10831,1368,86,5555,156,78,38,561,73.13,34297,25080,1.51,0.31,1.83,378,77,460,SALTA
SALTA_SAN CARLOS,"San Carlos, Salta",FRENTE DE TODOS,24.24,1.22,57.84,1.61,0.21,12.85,0.4,0.4,0.26,0.98,917,46,2188,61,8,486,15,15,10,37,68.14,5687,3875,1.29,0.39,0.7,50,15,27,SALTA
SALTA_GENERAL JOSE DE SAN MARTIN,"San Martin, Salta",FRENTE DE TODOS,9.21,1.57,71.91,2.87,0.24,12.26,0.38,0.18,0.01,1.36,7354,1253,57428,2296,189,9794,307,147,5,1089,61.92,132099,81790,1.01,0.28,1.07,822,228,878,SALTA
SALTA_SANTA VICTORIA,"Santa Victoria, Salta",FRENTE DE TODOS,7.35,1.81,79.58,1.72,0.09,7.26,0.91,0.45,0.0,0.82,81,20,877,19,1,80,10,5,0,9,23.9,4729,1130,1.06,0.18,1.24,12,2,14,SALTA
